words,oxford_category,char_length,rare,gibberish,spec_char,number,sentence,word_length,LAION_freq,CoCo_freq,source
extension,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,186,14,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
extensive,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,8,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
extremely,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,51,78,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
extremist,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
fantastic,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,503,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
favorable,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
filmmaker,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
financial,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1005,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
following,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,127,248,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
foreigner,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,86,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
formation,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,105,332,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
formulate,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
fortunate,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,23,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
framework,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,86,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
franchise,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,142,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
frequency,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,100,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
full-time,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
furniture,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,846,1716,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
gathering,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,207,311,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
generally,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
gentleman,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,90,238,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
genuinely,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
geography,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,453,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
gradually,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
guarantee,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1054,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
guerrilla,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,35,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
guideline,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
happiness,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1187,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
hierarchy,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
highlight,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,216,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
hilarious,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
historian,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,27,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
hopefully,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
hostility,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
household,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,112,49,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
hurricane,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,280,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ice cream,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
identical,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,109,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ignorance,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,55,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
imaginary,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,58,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
immediate,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,34,6,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
immigrant,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,36,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
impatient,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
implement,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,29,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
important,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,600,48,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
impressed,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,24,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
inability,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
incentive,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,21,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
incidence,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
including,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,111,929,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
inclusion,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
incorrect,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,23,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
indicator,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,61,17,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
infection,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,44,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
inflation,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
influence,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,173,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
initially,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
injection,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,119,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
injustice,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
insertion,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
inspector,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,237,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
instantly,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,43,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
institute,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,932,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
insurance,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1262,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
integrate,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,17,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
integrity,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,218,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
intensify,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
intensity,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
intensive,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,82,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
intention,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,39,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
interface,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,85,6,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
interfere,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
interpret,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
interrupt,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
intervene,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
interview,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,469,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
introduce,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
invention,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,78,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
inventory,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,121,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
invisible,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,367,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
isolation,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,54,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
kilometer,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
knowledge,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,614,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
landscape,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,267,332,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
legendary,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,298,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
lifestyle,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,549,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
literally,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,36,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
machinery,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,207,53,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
magnitude,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
mandatory,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,296,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
marketing,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,3331,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
meanwhile,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,34,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
mechanism,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
memorable,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,35,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
migration,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,78,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
miserable,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
municipal,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
narrative,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
naturally,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,316,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
necessary,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,78,15,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
necessity,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,15,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
negotiate,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,30,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
newspaper,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,59,267,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
nightmare,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,333,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
nonprofit,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,40,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
notorious,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,74,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
nutrition,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,599,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
objection,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
objective,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,48,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
obsession,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,128,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
obviously,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,34,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
offensive,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
offspring,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,61,22,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
operation,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,383,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
orchestra,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,882,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
organized,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,197,219,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
organizer,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,154,8,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
originate,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
otherwise,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,21,58,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ourselves,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,48,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
overnight,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,81,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
overwhelm,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
ownership,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,39,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
paragraph,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,18,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
parameter,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
partially,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,530,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
passenger,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,73,2266,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
perfectly,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,130,28,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
permanent,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,172,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
personnel,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,259,52,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
physician,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,151,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
placement,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,29,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
poisonous,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
policeman,A1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,37,117,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
political,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,334,50,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pollution,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,67,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
portfolio,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,83,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
potential,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,106,14,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
practical,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,288,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
precedent,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
precisely,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
precision,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,269,4,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pregnancy,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,98,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
prejudice,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,68,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
prescribe,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
presently,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
president,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,1409,75,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
primarily,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,8,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
principal,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,115,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
principle,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,49,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
privilege,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,41,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
procedure,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,37,6,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
processor,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,58,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
professor,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,230,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
prominent,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,28,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
promising,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
promotion,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,305,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
pronounce,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
prosecute,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
protester,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
provision,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
publicity,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,19,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
qualified,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,110,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
quotation,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,22,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
radiation,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,157,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
realistic,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,97,10,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reasoning,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,32,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rebellion,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,261,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reception,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,127,51,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
recession,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,79,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
recipient,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,40,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
recognize,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
recommend,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,33,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
recording,A2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,605,56,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reduction,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,83,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reference,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,185,5,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
regularly,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,1,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
regulator,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,14,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reinforce,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,11,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
rejection,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,38,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
relevance,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,11,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
religious,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,81,35,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reluctant,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,69,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
remainder,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,3,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reporting,B2,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,80,2,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
represent,B1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,7,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
reproduce,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
residence,C1,9,FALSE,FALSE,FALSE,FALSE,FALSE,1,132,51,https://www.oxfordlearnersdictionaries.com/wordlists/oxford3000-5000
